ra,dec,u,g,r,i,z,objid,specobjid,class,subclass,survey,plate,mjd,fiberid,ra1,dec1,u1,g1,r1,i1,z1,objid1,specobjid1,class1,subclass1,survey1,plate1,mjd1,fiberid1,cor,number_of_matches
230.965224190529,48.8540878768293,17.88572,16.29769,15.64535,15.38092,15.23951,1237661388683804700,2757407833472395300,STAR,K1,segue1,2449,54271,287,241.334766050419,4.50568247877236,20.37809,18.95827,18.39442,18.14967,18.05303,1237662268079931600,2461273069168126e3,STAR,F9,segue1,2186,54327,203,0.8635954866915098,22183
106.930803151214,38.6355934107838,19.72824,18.4649,17.97007,17.78812,17.73791,1237673704501478100,3313557861107263500,STAR,F9,segue1,2943,54502,125,206.587777197643,9.98823514940484,18.50648,17.54403,17.17904,17.06904,17.02414,1237662238549475300,3268659854868244500,STAR,F5,segue1,2903,54581,627,0.9629912889601197,77610
126.698949424528,13.1847438747548,20.17397,18.94023,18.99519,19.05404,19.18938,1237667783884013800,3597328073877463e3,STAR,A0,segue2,3195,54832,283,144.987720028962,64.7761396812334,16.72481,16.8337,17.18585,17.45122,17.70556,1237663530803e6,8384803218832466e3,STAR,WDcooler,boss,7447,56746,824,0.9922762807717924,6455
277.92335166328,21.4665418952108,19.25727,17.38752,16.59444,16.3261,16.169,1237666210858994700,2853062315492796400,STAR,K1,segue1,2534,53917,116,32.0520847471643,21.4720412458304,19.57655,18.00277,17.34716,17.11063,16.95824,1237666273669480700,2303647890066663400,STAR,F9,segue1,2046,53327,206,0.7033683898104921,20196
319.754878697326,-7.74234227595622,19.05246,17.47745,16.75224,16.46196,16.28845,1237652934034194700,2595261756611782700,STAR,F9,segue1,2305,54414,227,44.7663764702919,4.65133816840565,19.26768,17.86609,17.29111,17.0432,16.91771,1237678623857508400,2597506397788727300,STAR,F2,segue1,2307,53710,201,0.8309183038002481,21308
154.497710174134,35.4620805905097,18.93074,17.47849,16.89447,16.66456,16.54948,1237662224593715200,3548887714206163e3,STAR,F9,segue2,3152,54801,186,141.576167144882,36.038057726378,16.34346,15.47673,15.16744,15.02871,15.00524,1237660764842754e3,5152227468938027e3,STAR,F2III (89254),boss,4576,55592,398,0.868369220102103,69664
66.7784724104121,24.1619832863055,18.47652,16.84403,16.03251,15.64095,15.43715,1237660557061e6,1413060232996743200,STAR,G2,sdss,1255,52962,203,18.3435310594716,46.8770934588475,20.39261,18.91038,18.34037,18.03727,17.87402,1237659930538869500,1657486339953682400,STAR,F9,sdss,1472,52913,588,0.08180257904730218,6488
32.8691908562191,-0.201991506424064,20.13399,18.81789,18.2999,18.05173,17.93956,1237666407919911200,1208165136397789200,STAR,G0,sdss,1073,52649,271,121.178079702237,40.2898091844845,18.13375,17.09204,16.7788,16.65913,16.6861,1237653587944734700,613664689318029300,STAR,F5,sdss,545,52202,179,0.9809652523601636,86649
348.365365881719,21.5114832338015,19.69406,17.92463,17.01049,16.5868,16.31061,1237672764978823400,2953264940196063e3,STAR,K3,segue1,2623,54328,107,263.416350169954,44.7051605590397,19.32338,17.18884,16.27524,15.95219,15.77238,1237668680992620800,3151528602709813e3,STAR,K5,segue1,2799,54368,490,0.6200070808611038,6921
123.365076286997,6.31503036838101,18.42928,17.24653,16.7856,16.63524,16.57085,1237661065478537500,1458166872422770700,STAR,G2,sdss,1295,52934,460,138.97838646319,11.8197866602673,19.65975,18.74067,18.45263,18.32174,18.3596,1237671260664234200,5969780065109516e3,STAR,F0IV (81937),boss,5302,55896,941,0.9714777603787114,74273
326.404138092537,0.619560957133322,19.13234,17.28638,16.54133,16.2722,16.11528,1237656238472429800,1247646134747293700,STAR,K1,sdss,1108,53227,542,134.648971502368,15.6150635493143,18.06136,16.79554,16.16083,15.96843,15.86099,1237667731810615300,2737237559938672600,STAR,F9,sdss,2431,53818,636,0.8134779727318583,23760
246.084080850382,40.9808022123985,16.5188,15.61372,15.35753,15.26684,15.23558,1237659326565515300,680626212619522e4,STAR,A2II (39866),boss,6045,56072,717,251.531403790611,24.1501873736863,17.63563,16.43023,16.40048,16.44172,16.49578,1237662337334509600,1592159959825541e3,STAR,A0,sdss,1414,53135,500,0.9945276369886424,59984
359.180918184668,15.3855080900417,19.89346,18.52266,17.99631,17.81293,17.73112,1237656496187048200,3525359263708979e3,STAR,F9,segue2,3131,54731,606,241.489720960344,44.2483669694043,17.09521,15.95483,15.49115,15.31703,15.24306,1237659326026612700,3859653683667116e3,STAR,G2,segue2,3428,54979,250,0.9906738953705904,53401
200.937188612403,23.9317675863531,20.29374,19.37624,18.96412,18.84528,18.80618,1237667911136510200,3718847750226419700,STAR,F2,segue2,3303,54950,1,257.35812065134,30.0903117122655,20.18475,19.24016,18.87067,18.78204,18.66032,1237655374115832e3,5626181854145e6,STAR,F3/F5V (30743),boss,4997,55738,218,0.9777043177874574,77045
359.313813288337,37.0404716003756,19.44173,18.40912,18.00537,17.83283,17.79255,1237663235522429400,2116865052672813e3,STAR,F5,segue1,1880,53262,630,133.488067810315,2.11720633319038,19.23873,18.28019,17.89626,17.74018,17.68488,1237654604240323e3,3279813849653471e3,STAR,F5,segue1,2913,54526,245,0.9640540969609448,62454
309.78148112828,56.6353145323882,18.88253,16.94967,16.42936,16.16798,16.01777,1237671938742092500,2876761469834258400,STAR,A0,segue1,2555,54265,317,125.002553985637,32.106061274891204,19.41764,18.45468,18.17835,18.05353,18.04539,1237657628434825500,358951219545464e4,STAR,F5,segue2,3188,54831,521,0.9765308616449608,78635
37.8639678308838,26.4504023056781,17.85566,16.50192,15.96512,15.75533,15.65366,1237670961624121600,2678635513384036400,STAR,F9,segue1,2379,53762,435,241.336151132641,46.3623459889634,18.80948,17.56635,17.06665,16.86693,16.75922,1237655464320958500,3859676498533392400,STAR,G2,segue2,3428,54979,333,0.9752611311780556,41526
157.388782062066,38.6106564849996,20.48568,19.21208,18.75055,18.60068,18.5814,1237661137424417e3,3672861499921113e3,STAR,F9,segue2,3262,54884,640,214.428173156859,37.2277587453827,18.66358,17.51087,17.13441,17.02124,16.98791,1237662226225102800,3272037004765849600,STAR,G2,segue1,2906,54577,625,0.9335993318062484,74671
140.572396195085,53.2764767449786,20.02741,18.79274,18.28608,18.05474,17.90763,1237653612648071400,6450553355882177e3,STAR,G0 (63791),boss,5729,56598,992,210.251405178709,46.1280105288754,16.97038,16.03161,15.70783,15.57267,15.54717,123765820344533e4,1446796544262039600,STAR,F5,sdss,1285,52723,55,0.9896227550673956,74409
72.3084235786639,-4.20438303132137,19.87492,18.35648,17.68437,17.42866,17.28643,1237674286462730500,3516291041726669e3,STAR,K1,segue2,3123,54741,384,59.0895633203792,10.8462707947333,17.79576,16.54866,16.02348,15.8273,15.73321,1237673326003028e3,3.5139482574599997e+018,STAR,G2,segue2,3121,54749,53,0.7795008876897478,41010
213.922263897751,17.9402996595692,19.22847,18.34054,18.01397,17.9014,17.87582,1237668272440148e3,6146431728728646e3,STAR,F0IV (81937),boss,5459,56035,524,212.559986260068,22.6505457683928,17.92198,17.02741,16.76553,16.66064,16.62077,1237667911678034e3,3135760784169134e3,STAR,A0,sdss,2785,54537,471,0.9934759292228432,97254
119.68858666653,23.5792566945638,18.92581,17.79829,17.76919,17.78802,17.855,1237660958642929700,1423277715397568500,STAR,A0,sdss,1264,52707,510,8.58552231025789,-17.4485135808737,18.63088,17.41084,17.52872,17.62879,17.65929,1237673019449409500,3206729585408370700,STAR,A0,segue1,2848,54453,606,0.9954427371656752,14894
259.785122042695,26.8739520591137,19.45751,18.04753,17.45838,17.21705,17.11189,1237655473438589400,2456799973908441e3,STAR,F9,segue1,2182,53905,314,155.186262656009,38.4600462260999,19.2457,17.86091,17.31639,17.11013,17.06536,1237661137960501500,3672805149950189600,STAR,F9,segue2,3262,54884,435,0.999513609615784,35841
119.70982177359,11.1992099782354,19.80009,18.94107,18.59269,18.46682,18.42853,1237667429010375400,5073351802893607e3,STAR,F3/F5V (30743),boss,4506,55568,170,209.14515121684,21.0708168840763,16.44223,15.60446,15.29839,15.17533,15.15486,1237667735592435700,6607926446206722e3,STAR,F3/F5V (30743),boss,5869,56064,72,0.9835385659827924,84303
182.983624801466,1.27024769021918,18.9988,17.57495,16.99058,16.77249,16.67157,1237651752401043500,372232577991322e4,STAR,F9,segue2,3306,54922,366,336.353468791677,0.838996000016143,17.12427,15.94092,15.50034,15.3505,15.26237,1237657191968604200,1280318118471690200,STAR,F2,sdss,1137,52971,618,0.9320763104214488,60684
272.580403148079,23.7705464741368,19.73213,18.55703,17.94623,17.70624,17.61836,1237666228572259300,2459126809166375e3,STAR,G2,segue1,2184,53534,587,156.623776372396,8.58137042730562,19.17309,17.59385,17.00902,16.82681,16.73288,1237658492269232400,3213366787802425300,STAR,K1,segue1,2854,54480,176,0.928609669726986,31939
221.080035860542,0.392251645619629,20.5741,19.27999,18.71763,18.5155,18.41592,1237648721785586e3,3303499805694650400,STAR,F9,segue1,2934,54626,398,246.845204102148,50.8506284324722,16.91573,15.67446,15.2666,15.12454,15.06756,1237665569292616e3,3702126926442373e3,STAR,G2,segue2,3288,54908,611,0.9504226037736692,65866
46.9663199244599,37.1037836591347,18.66701,17.58779,17.16245,16.99328,16.87243,1237670959482404900,2748339607866206e3,STAR,A0,segue1,2441,54065,65,143.926685200129,11.628522898256,19.59871,18.7081,18.42401,18.3421,18.32201,1237661069782548700,5979921136737034e3,STAR,F3/F5V (30743),boss,5311,55956,970,0.9897940684375592,107887
310.302418728277,-0.780702419726753,19.83086,18.56083,18.04528,17.86191,17.76484,1237656567574233900,1257652509455968300,STAR,F9,sdss,1117,52885,81,14.0464981621672,-1.21694662695285,20.29,19.41148,19.16568,19.07935,19.10364,1237663782592905700,779134867089680400,STAR,A0,sdss,692,52201,44,0.9263973166265176,107658
204.040368453062,4.18550275079826,16.8211,15.83133,15.63462,15.56688,15.55473,1237671991340105700,960439114732169200,STAR,A0,sdss,853,52374,169,215.234569378828,58.3190661812672,19.44156,18.19805,18.29761,18.45205,18.58492,1237655369294807e3,286776471010151e4,STAR,A0,segue1,2547,53917,355,0.9956672201780556,16664
179.79255508082,50.9519488422197,20.02502,18.73141,18.27564,18.11116,18.07861,1237658206120706300,357264623714236e4,STAR,F9,segue2,3173,54849,603,231.042793729137,22.2186125943905,17.82711,16.89915,16.62331,16.51694,16.48319,1237665429178024200,2433123914696648700,STAR,A0,sdss,2161,53878,197,0.9527435592692914,97748
245.616674237215,30.5570185630146,19.82544,18.27623,17.6445,17.42085,17.28661,1237662474232e6,1598787266346510300,STAR,K1,sdss,1420,53146,34,44.2426099893916,6.67109810122876,19.1521,18.08908,17.5944,17.37488,17.26299,1237667229838344200,2597539383137560600,STAR,A0,segue1,2307,53710,321,0.7622936681125376,31811
25.4337112392172,-0.997110512217755,17.98029,16.64385,16.17407,15.99474,15.94099,1237657069547618300,1212649769365694500,STAR,F9,sdss,1077,52644,202,193.684862895913,27.6707166966367,18.02378,17.02848,16.71149,16.59765,16.56989,1237667323797241900,2522121133705160700,STAR,F5,sdss,2240,53823,383,0.9614547806851214,89584
51.584243532024,5.13051105602238,17.33331,16.07624,15.56418,15.37649,15.29907,1237670015664717800,2627892776062183400,STAR,G2,segue1,2334,53713,154,141.063206624771,42.4394872397307,16.76337,15.57976,15.16749,15.02228,15.03377,1237657774471381e3,979614046942685200,STAR,F9,sdss,870,52325,295,0.9924615044960876,64843
202.523671761444,52.6412416444799,19.31345,18.27109,17.93164,17.80421,17.7666,1237658916387094500,3735791774183039e3,STAR,F5,segue2,3318,54951,203,219.406613095295,23.7714608843761,18.26158,17.06927,16.98386,16.96537,16.97119,1237665549965197300,2409515475567405e3,STAR,A0,sdss,2140,53858,326,0.985497578192152,80626
122.556598472599,21.4561159519952,19.6846,18.78409,18.49658,18.38287,18.34461,1237664093432578300,5045382427146428e3,STAR,F0IV (81937),boss,4481,55630,818,193.603386427416,29.255004167267,19.93579,18.88653,18.86811,18.86217,18.97239,1237667253482226e3,3643455611326275600,STAR,A0,segue2,3236,54892,158,0.9959565892441388,48741
335.247985503359,-1.12712238895976,19.78764,18.46213,17.89259,17.64405,17.54397,1237656567048307e3,1288085622845630500,STAR,F9,sdss,1144,53238,204,173.273054242269,0.208285174988693,17.66674,16.21376,15.67165,15.4782,15.39812,1237674650462650400,3222446554673604600,STAR,F9,segue1,2862,54471,440,0.9455396338356928,39359
108.560743229262,66.6231500351073,19.59848,18.18168,17.62943,17.43495,17.365,1237667207824933400,2631397744706611e3,STAR,F9,segue1,2337,53740,617,129.781844068481,54.3241153029571,17.67252,16.22079,15.70433,15.55283,15.48273,1237651272961753e3,2607721136477202400,STAR,F9,segue1,2316,53757,498,0.9995861516639182,48479
344.691425128742,30.2846330298268,20.16452,19.17214,18.8246,18.70732,18.6398,1237680473369870800,7326251143473897e3,STAR,F3/F5V (30743),boss,6507,56478,74,185.725960291256,15.2187412370895,19.35607,18.18067,18.07532,18.04843,18.05609,1237664291002450200,1989596584676976600,STAR,A0,sdss,1767,53436,478,0.9864846807650044,86256
15.4170103493962,0.688284324977825,17.78782,16.45281,15.90054,15.65139,15.54144,1237663204920918e3,1685641533753157600,STAR,F9,sdss,1497,52886,616,193.791448262349,28.4546576429563,20.00313,19.07209,18.73592,18.58743,18.55513,1237667444585070800,3643461933518135300,STAR,F5,segue2,3236,54892,181,0.9225356929798136,64523
184.729822142348,40.5017337009735,18.11993,16.64894,16.06948,15.83272,15.73625,1237662225678008300,3645777230010884e3,STAR,F9,segue2,3238,54885,412,126.875164177843,47.1516972080395,18.58857,17.49164,17.01412,16.81519,16.73726,1237654392180834300,3573635797137596400,STAR,G2,segue2,3174,54821,107,0.9398893167365427,42316
341.178847177608,31.2961126785676,19.18147,17.45979,16.70009,16.38714,16.2224,1237680329486893800,2951090931702458400,STAR,K3,segue1,2621,54380,390,42.1383191947756,-0.0328707562616227,20.25016,18.32046,17.60271,17.36372,17.24257,1237657070628700400,1873546423132252200,STAR,K1,segue1,1664,52973,178,0.8476785117528722,15533
18.7618339852829,16.1313978917933,18.27355,16.83193,16.1975,15.95613,15.82329,1237666214070714600,3157185040278907e3,STAR,F9,segue1,2804,54368,588,234.86768521917799,1.1107138087452,18.02005,17.017,16.66947,16.5383,16.49716,1237651735780982800,3327094224641353700,STAR,F5,sdss,2955,54562,218,0.8703267892840038,76112
177.051950223757,-0.910041045823251,20.32111,18.81559,18.39382,18.15302,18.07158,1237671139870245e3,426734600201959e4,STAR,F8V (G_243-63),boss,3790,55208,674,117.434724605772,17.3948652668539,17.03679,15.87657,15.51517,15.41762,15.40222,1237673808116384e3,3055766359926401e3,STAR,F2,segue1,2714,54208,269,0.964857520972846,79172
231.386182580347,38.9417720113479,18.42888,16.46327,15.7092,15.39781,15.25987,1237662473688842200,1455839478349326300,STAR,K3,sdss,1293,52765,185,241.661082523969,38.570460251967,18.5945,17.30668,16.7345,16.50638,16.39099,1237659132754854e3,3903541790136967e3,STAR,F9,segue2,3467,54999,170,0.5441445938340587,27350
216.415473992579,56.7072675143507,18.65448,17.64029,17.29428,17.13931,17.13477,1237659326554701800,2755238500839221e3,STAR,F5,segue1,2447,54498,587,202.005038327852,32.5245906385301,20.08893,19.26613,18.95242,18.89351,18.8215,1237665228385419500,7309530868204151e3,STAR,F3/F5V (30743),boss,6492,56362,686,0.9938215223614372,98148
25.9875435973455,-10.5851130360578,19.15478,17.71283,17.17208,16.98227,16.91128,1237652899148661e3,3225719251570551e3,STAR,F9,segue1,2865,54503,58,150.693362636341,12.722924869897,19.49536,18.39238,18.04201,17.92791,17.88773,1237664106315841800,3656928476855902e3,STAR,F5,segue2,3248,54880,20,0.9289533913256216,81188
129.837677660556,16.4623143184646,20.34001,18.50724,17.73447,17.43083,17.25493,1237667430089032e3,3590606209557831700,STAR,K3,segue2,3189,54833,405,50.7734718774647,6.42355968137287,18.53252,16.80108,16.05664,15.75958,15.59024,1237670017274871800,2627954898469153e3,STAR,F9,segue1,2334,53713,380,0.8531609532258817,11069
118.608587064489,19.1240571591947,18.98205,18.0134,17.70465,17.57258,17.53466,1237664093967548700,3055839752327555e3,STAR,F5,segue1,2714,54208,536,148.324883520614,30.5961307490384,19.64442,18.7116,18.41061,18.32856,18.29142,1237664877804716300,6531608249040347e3,STAR,F3/F5V (30743),boss,5801,56328,956,0.9928537961225932,102569
99.9255741205877,37.6883877641622,18.70056,17.27446,16.63991,16.39038,16.23806,1237673706109730800,3019773575151249400,STAR,F9,segue1,2682,54401,400,118.583106518634,16.9818641728404,17.43343,15.74337,15.1857,15.01433,14.96777,1237673807043035400,3055704512397338600,STAR,F9,segue1,2714,54208,44,0.9618626429100078,38290
356.489882941855,-10.6373300538492,18.66332,17.59731,17.24283,17.07674,17.0436,1237652629097087e3,260201440588126e4,STAR,F5,segue1,2311,54331,217,237.23776773016,-0.822519126968489,18.89998,17.96493,17.70126,17.5846,17.54552,1237648703526928400,385084184789542900,STAR,A0,sdss,342,51691,96,0.985090506585954,85128
313.286555184215,2.382888289982,17.57631,16.46658,16.03301,15.87099,15.77389,1237678598070075400,3169441022287571e3,STAR,F2,segue1,2815,54414,119,148.785936597862,29.475025032199,18.50508,17.51737,17.23146,17.12265,17.06335,1237665128530378800,2195585964972206e3,STAR,F5,sdss,1950,53436,295,0.9921696363038088,96029
243.489745166483,4.72178674537197,19.77074,18.18519,17.56283,17.31175,17.22086,1237662268617720300,3713273225837388e3,STAR,K1,segue2,3298,54924,201,335.566734929163,1.02758273801263,19.1988,17.84668,17.27333,17.05592,16.94417,1237678617407127800,1287027607396706300,STAR,F9,sdss,1143,52619,451,0.9230713775881778,30010
152.454778543173,26.163127449677,19.36031,17.98267,17.33611,17.0894,16.93156,1237667211590500600,2686530836571908e3,STAR,F9,segue1,2386,54064,486,146.033984687159,18.4307323559958,18.76093,17.563110000000002,17.07472,16.92523,16.84313,1237667783355596800,2667414996736043e3,STAR,G2,sdss,2369,53733,575,0.9410722436803068,53785
216.681760260873,-2.62591960064079,19.02451,18.0287,17.67373,17.57072,17.51107,1237655498133275e3,4536377812517363700,STAR,F3/F5V (30743),boss,4029,55618,462,180.405774391059,31.6765680627489,16.84494,15.98112,15.69179,15.58947,15.57976,1237665329313808400,5191648259513229e3,STAR,F3/F5V (30743),boss,4611,55603,450,0.9972936278077602,100230
308.379838465116,76.0050166905868,18.36316,16.68514,15.88826,15.56125,15.36601,1237663229073031400,2453411548077517e3,STAR,K1,segue1,2179,53555,275,60.7422625125181,-5.20665611508327,19.53045,18.50533,18.00655,17.80421,17.74886,1237652901311414300,8166422889764987e3,STAR,G0 (63791),boss,7253,56598,985,0.15176861066817082,40405
22.889403040706,39.4428901830701,19.18579,17.10688,16.33559,16.0703,15.93045,1237666213544198400,2630108566853282e3,STAR,K3,segue1,2336,53712,23,110.916116777583,39.0359984362281,17.456,16.00605,15.46801,15.28209,15.20347,1237663531862589400,3311389899139082e3,STAR,F9,segue1,2941,54507,430,0.6773329512827619,41545
196.107126745717,10.2803095346879,20.21319,18.55538,17.86032,17.58696,17.44596,1237658493360013600,3641310189145137e3,STAR,K1,segue2,3234,54885,545,126.98384704086,24.0022146278656,19.57685,18.23087,17.70359,17.48765,17.37849,1237664093434675500,2606524042924026e3,STAR,F9,segue1,2315,53741,239,0.8687831536160191,33512
34.4447423056351,0.686265553102825,19.99369,18.27323,17.58738,17.26583,17.10133,1237666408994374e3,1300528784914540500,STAR,F9,sdss,1155,52581,416,127.63458845036,55.3914638813807,18.07065,16.5637,15.95632,15.72538,15.62364,1237663530260627500,3785329170859532300,STAR,F9,segue2,3362,54939,195,0.8820817859122279,24489
44.7374866090978,-0.478533247247265,20.22457,18.54306,17.81802,17.55257,17.40319,1237666300016263400,1702381062891530200,STAR,K1,sdss,1512,53742,74,355.796542910502,38.9296166844235,20.03226,18.48743,17.85359,17.60304,17.47132,1237663232836960800,2119030815701624800,STAR,F9,segue1,1882,53262,317,0.884594280092238,19796
107.931853354325,66.2807458911802,20.03798,18.19436,17.49566,17.24129,17.10483,1237667207287931400,2631377403741497300,STAR,K1,segue1,2337,53740,543,19.0302515569995,-8.59456088987988,20.02277,18.61604,18.08487,17.86085,17.73616,1237652949070774300,3224723368309713e3,STAR,F9,segue1,2864,54467,531,0.844542718854548,30010
215.409851209214,7.45784117709674,19.15913,18.06358,17.98726,17.97662,18.07919,1237662262169567200,3730119119622742e3,STAR,A0,segue2,3313,54999,46,151.367358504149,41.0311746189753,18.45104,17.35951,17.37566,17.41732,17.47317,1237661852532342800,1370223255113197600,STAR,A0,sdss,1217,52672,11,0.9974554622134736,32700
213.280854971431,27.1969815242991,19.373169999999998,18.40578,18.10769,17.99984,17.97444,1237665429170684e3,2390458464066365400,STAR,F5,sdss,2123,53793,629,257.364763349938,62.4837584868231,19.2187,18.99209,18.9393,19.05331,19.08174,123765122678109e4,395350050047289340,STAR,CarbonWD,sdss,351,51695,579,0.978676598902612,72128
135.743770863386,1.1057039327473701,19.43957,18.46128,18.14953,18.00602,17.99332,1237674462023975200,4296450625636376600,STAR,F3/F5V (30743),boss,3816,55272,60,168.678638266384,0.0635675806737091,17.8199,16.87572,16.59274,16.47786,16.46529,1237674650460618800,4321371611737334e3,STAR,F0IV (81937),boss,3838,55588,610,0.9964795648813674,90545
250.304539114792,25.8676177084634,17.88485,16.69023,16.5909,16.59426,16.62244,1237662337870528500,1602276566849579e3,STAR,A0,sdss,1423,53167,440,233.174295221905,49.0151893135321,17.8072,16.56006,16.67924,16.77401,16.83727,1237659325486465e3,2757330317902637e3,STAR,A0,segue1,2449,54271,5,0.9979342673625704,14584
97.9558477634458,27.4842324454731,18.41372,17.1254,16.61528,16.39238,16.27682,1237673757647307500,3015274369745185e3,STAR,F5,segue1,2678,54173,416,154.651254026869,35.6775482546947,19.32068,18.21628,17.92589,17.80671,17.82191,1237662224593780700,3548889638351511600,STAR,F5,segue2,3152,54801,193,0.9863037357692246,87109
71.010456309929907,21.8961161381967,19.71074,17.64735,16.59274,16.11892,15.81576,1237673413508333800,3018600396177303600,STAR,F9,segue1,2681,54397,228,324.848557266851,72.2576680384646,20.28321,18.59198,17.6413,17.17038,16.86316,1237663229075587800,2866564330160154600,STAR,K3,segue1,2546,54625,84,0.8192855329858637,1138
5.45608062506341,27.3916783103527,19.77613,18.86593,18.52633,18.37935,18.28277,1237678790272483600,7070819200722248e3,STAR,F3/F5V (30743),boss,6280,56570,610,16.0556781385106,-2.86597226366748,19.39708,18.50843,18.20993,18.16086,18.15718,1237679434525507600,4922463622737666e3,STAR,F0IV (81937),boss,4372,55541,106,0.9897942280574216,104565
341.178078010569,31.7435783105585,19.36889,18.10293,17.56279,17.35853,17.27975,1237680502895280600,2951084609510598700,STAR,F9,segue1,2621,54380,367,206.98205604389,18.3775786927022,19.263,17.92805,17.42517,17.25836,17.17912,1237668297676358e3,3270790708386097e3,STAR,F9,segue1,2905,54580,187,0.9960337603454268,50282
37.7070644294712,26.8520334497715,17.70435,16.20837,15.60118,15.35248,15.23171,1237670459651260400,2678622869000317e3,STAR,F9,segue1,2379,53762,389,345.267889170916,21.6133108208591,19.9741,18.79978,18.31357,18.07177,17.95164,1237666183492403500,6891862956637659e3,STAR,A2II (39866),boss,6121,56187,835,0.8434165251571282,20473
336.893654882891,68.7179963705465,17.83144,16.24741,15.46684,15.12654,14.93293,1237663273635218200,2856418299858675700,STAR,F9,segue1,2537,53917,37,79.9202182716701,17.5191507230888,18.71552,17.18569,16.54415,16.28485,16.14681,1237673474182415e3,3004026364299864e3,STAR,F9,segue1,2668,54084,456,0.36835589742327246,17995
120.040425154565,66.3191821270791,19.7446,18.41888,17.89598,17.72812,17.63228,1237667207290093800,3612007928850129e3,STAR,F9,segue2,3208,54853,440,350.172998997733,11.8986365786032,19.69571,18.79739,18.47259,18.37058,18.31465,1237678859004281e3,6931225748662362e3,STAR,F3/F5V (30743),boss,6156,56239,676,0.9680724458258458,91258
249.635497134129,35.9451607366866,17.52559,15.94702,15.32609,15.07733,14.97469,1237659329780187100,2538970045560757e3,STAR,F9,segue1,2255,53565,239,229.564545970956,39.2696082934454,19.63341,18.59963,18.13878,17.97098,17.89761,1237661465983516700,3305729065519966e3,STAR,F5,segue1,2936,54626,316,0.9486844288221622,55334
352.127903570091,14.3005416307811,16.55852,15.41764,15.26371,15.26094,15.26999,1237656241705582800,839966448028772400,STAR,A0,sdss,746,52238,164,238.656849083997,29.3577666384122,19.64565,18.49996,18.50835,18.57585,18.72702,1237662618650739e3,1565162276556662800,STAR,A0,sdss,1390,53142,587,0.994860191490073,38802
183.220214082899,39.4296586104931,17.74031,16.41113,15.91614,15.74163,15.69817,1237664667908112600,2760735228975671300,STAR,F9,segue1,2452,54178,104,225.657827219214,61.0354769412994,16.74281,15.86996,15.60727,15.50342,15.47247,1237654948909285400,687975180215019500,STAR,F5,sdss,611,52055,183,0.9434496229802056,98350
183.967370009454,49.7269293529107,19.35564,18.07557,17.5035,17.27078,17.1159,1237658612522025200,3286508776139548700,STAR,F2,segue1,2919,54537,25,127.731836331234,53.3703358795313,19.2437,17.89717,17.37393,17.18789,17.10068,1237651273497969e3,2607657089924884500,STAR,F9,segue1,2316,53757,265,0.9319057828659664,43912
329.412354021845,-0.78396494183746,18.79393,16.92484,16.12079,15.79733,15.62979,1237656567582621700,1245312141154609200,STAR,K3,sdss,1106,52912,243,129.433232867965,46.1991601077449,18.78097,17.14513,16.46361,16.179,16.04303,1237654654176854e3,3574791383975829500,STAR,K1,segue2,3175,54828,215,0.847135020297596,13238
317.169548848112,1.08312496648216,19.42363,18.18861,17.60433,17.36307,17.27875,1237678596461101800,2159626159019550700,STAR,F9,segue1,1918,53240,546,183.733825138073,-0.223641369242984,19.94157,18.63064,18.10691,17.90931,17.77714,1237648704040337700,364821284581828600,STAR,G2,sdss,324,51666,108,0.912907625613156,40685
153.127533464456,8.97470890828219,19.1959,17.03318,16.07367,15.69362,15.49125,1237658493341466600,3552304996815053e3,STAR,K5,segue2,3155,54829,330,322.597670971474,-0.752121346464409,18.98243,16.92182,16.1276,15.86055,15.7345,1237663456705118200,1712520195995625500,STAR,K3,sdss,1521,52945,96,0.8365509346326819,11506
144.401877147602,62.8734831033838,18.12037,16.53806,15.93683,15.6888,15.57969,1237651540315340800,2683113000247781400,STAR,F9,segue1,2383,53800,340,32.3130080911313,22.8808287792012,17.48827,16.01453,15.41769,15.18421,15.10217,1237678584651645e3,2303725680514328600,STAR,F9,segue1,2046,53327,489,0.9633417124519436,24769
43.0672564022703,33.8849843245633,17.60699,16.4814,15.9792,15.74794,15.63128,1237670458581188600,8167373967776e6,STAR,F8V (G_243-63),boss,7254,56625,349,127.502593577232,34.6459323001131,19.69735,18.79852,18.43468,18.27832,18.19954,1237657628973138200,5001477276937724e3,STAR,F3/F5V (30743),boss,4442,55532,836,0.9489134431763856,61389
129.15686207184,35.6753905424438,20.30118,17.52647,16.17739,15.46933,14.96142,1237657628973859e3,972848202057279500,STAR,M1,sdss,864,52320,257,342.527205387034,-1.25680974919308,20.3286,17.66986,16.52307,16.0489,15.76133,1237660024496128300,353877083235455e4,STAR,K3,segue2,3143,54772,245,0.7198947336835083,1192
167.723615361774,38.6320077236823,17.89794,16.08997,15.35981,15.03972,14.88722,1237664668439740400,3215720841912281e3,STAR,F9,segue1,2856,54463,548,154.455873704018,40.7670988109251,19.08926,17.98143,17.46784,17.24938,17.14008,1237661872930553900,1527999331481708500,STAR,G0,sdss,1357,53034,557,0.7962678406114448,32587
150.853446486964,25.6198622285055,19.22857,17.72672,17.16947,16.97592,16.91768,1237667211589845e3,2686480808792844300,STAR,F9,segue1,2386,54064,304,156.949553370737,56.9799066649406,18.89907,17.74377,17.29059,17.13484,17.07829,1237655108371480600,3577106955547812e3,STAR,G2,segue2,3177,54833,447,0.9716189030336524,58426
